id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
1573,203a6fee-7436-4313-858f-c1e364136793,Ab wheel,"Starting Position : Kneel on the floor with the ab wheel in front of you. Grip the Wheel : Hold the handles firmly. Roll Out : Slowly roll the wheel forward, extending your body while keeping your core tight. Return : Pull the wheel back towards your knees, maintaining tension in your core.",wger,10,Abs,"[""Rectus abdominis""]","[""Anterior deltoid"", ""Latissimus dorsi""]","[""Other""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1575,083bc8a6-0eb4-4049-b2ef-88415aa15459,Standing Dowel Shoulder press,Mobility - prone dowel press or standing dowel shoulder press alternating between front andback,wger,13,Shoulders,"[""Anterior deltoid""]","[""Triceps brachii""]","[""Other""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1576,c8f951dd-94e0-4548-bbed-3b7bc883f7ba,Snap Down,"Starting Position: Stand tall, reaching your arms overhead and rising up onto your toes.
Execution: Perform a small hop off the ground. As you land, bend your knees and hinge forward at your hips to absorb the impact. Return to the starting position and repeat.
Tips: Focus on a soft landing to protect your joints. Keep your chest up.",gpt_generated,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings"", ""Gastrocnemius""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:43,2026-03-30 01:12:46
1577,a94c635d-096c-45a8-a68c-64941d0b6ba4,Bretzel stretch,"How to Perform the Bretzel Stretch Starting Position: Lie on your back on a flat surface, such as a mat. Bend your knees and place your feet flat on the ground. Leg Positioning: Lift your right leg and cross it over your left leg, placing your right foot on the outside of your left knee. Your left leg should remain flat on the ground. Arm Positioning: Extend your left arm out to the side at shoulder height, keeping it straight. Use your right hand to gently pull your right knee towards the floor on the left side of your body. Stretching: As you pull your knee down, try to keep your left shoulder flat on the ground. You should feel a stretch in your hip, lower back, and possibly your chest. Hold the Position: Maintain this position for 20-30 seconds, breathing deeply and relaxing into the stretch. Switch sides and repeat the process.",wger,12,Back,"[""Gluteus maximus"", ""Latissimus dorsi"", ""Pectoralis major""]","[""Anterior deltoid""]","[""Gym mat"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1578,e4c9bfde-cf06-4c24-9c56-c0bbc13c49b5,Hip hinge,"Hip Hinge Exercise DescriptionThe hip hinge is a fundamental movement pattern that involves bending at the hips while keeping the spine neutral. It is commonly used in exercises like deadlifts, kettlebell swings, and good mornings. To perform a hip hinge: Starting Position: Stand with your feet hip-width apart and a slight bend in your knees. Hinge at the Hips: Push your hips back while maintaining a straight back. Your torso should lean forward, and your chest should stay up. Lowering Phase: Continue to hinge until your torso is nearly parallel to the ground, or until you feel a stretch in your hamstrings. Return to Standing: Drive through your heels and thrust your hips forward to return to the starting position.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1579,a6d880e5-bdbe-408f-b762-3b41c7fff834,Bronco,"Finess test for rugby.5 x shuttle runs of 20m, 40m, and 60m (20yd, 45yd, 65yd/far 45yd mark) Complete as fast as possible",wger,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings"", ""Gastrocnemius""]","[""Gluteus maximus""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1580,7ae1aca7-cdd4-4a81-b22c-f31778462b6b,Perpendicular Unilateral Landmine Row,"Using a landmine attachment with the barbell running at 90 degrees to either side, hinge slightly at the hips and grip the barbell by the plate sleeve. Raise the barbell to chest height, with your upper arm parallel to the floor at the top of the movement.",wger,13,Shoulders,"[""Anterior deltoid"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Barbell""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1581,41b9f5a5-73de-414d-b08a-54025eccedc6,Trap press,"Laying flat with arm pointing straight upwards, elbow fully extended, use only your shoulder to raise the weight as high as comfortable and back to rest.",wger,13,Shoulders,"[""Anterior deltoid""]",[],"[""Dumbbell""]",https://wger.de/media/exercise-images/1581/b71a6710-5798-4639-ac5a-22a2cdae2036.jpg,https://wger.de/media/exercise-images/1581/b71a6710-5798-4639-ac5a-22a2cdae2036.jpg,1,,pending,2026-03-29 04:49:43,2026-03-29 05:39:43
1582,d9c1f78c-7bf6-4e6a-92e4-7bf4ed4a0a67,Side-laying interior rotation,"Laying on your side and using the arm closest to the bench, maintain a 90 degree bend at the elbow and allow the weight to fall towards the ground past the bench as low as comfortable. Bring the weight up using only rotation of the shoulder to the opposing shoulder.",wger,13,Shoulders,"[""Anterior deltoid""]",[],"[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1582/5094fe30-eea2-4269-b0de-4b8a20558fd7.png,https://wger.de/media/exercise-images/1582/5094fe30-eea2-4269-b0de-4b8a20558fd7.png,1,,pending,2026-03-29 04:49:43,2026-03-29 05:39:43
1584,564dc73e-e8d4-4fd1-85ab-64dce4dd3ea0,March or jog in place,"Low-impact cardiovascular exercise that simulates running without moving, ideal for warming up, improving endurance, or training in small spaces.",wger,15,Cardio,"[""Quadriceps femoris"", ""Gastrocnemius""]","[""Gluteus maximus"", ""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:43,2026-03-29 04:49:43
1593,b382dcb2-60a8-412d-b0ee-6afe9c9f36d7,Smith Machine Split Squat,"The ""Smith Machine Split Squat"" is a strength exercise performed on the Smith machine, ideal for targeting the legs and glutes. It involves placing one foot forward and the other back, lowering the body until the front thigh is parallel to the ground while the bar slides vertically along the machine. This exercise helps improve stability, correct muscle imbalances, and reduces stress on the back, providing a safe environment for strength training.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Machine""]",https://wger.de/media/exercise-images/1593/9815fcd6-cf40-4ddd-9b38-2eac25973de1.gif,https://wger.de/media/exercise-images/1593/9815fcd6-cf40-4ddd-9b38-2eac25973de1.gif,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1594,e8f937c9-da7f-47ff-bd14-75cc27956b4a,Smith Machine Split Squat,"The ""Smith Machine Split Squat"" is a strength exercise performed on the Smith machine, ideal for targeting the legs and glutes. It involves placing one foot forward and the other back, lowering the body until the front thigh is parallel to the ground while the bar slides vertically along the machine. This exercise helps improve stability, correct muscle imbalances, and reduces stress on the back, providing a safe environment for strength training.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Machine""]",https://wger.de/media/exercise-images/1594/e030d44e-d023-4fef-a3bd-934d70f65d96.gif,https://wger.de/media/exercise-images/1594/e030d44e-d023-4fef-a3bd-934d70f65d96.gif,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1602,d420baf8-977b-499e-8f91-416374227b91,Dumbbell Scaption,"Starting position: Stand upright with your feet shoulder-width apart. Hold a dumbbell in each hand with a neutral grip (palms facing each other). Keep a slight bend in your elbows, shoulders relaxed and shoulder blades pulled back. Execution: Slowly raise the dumbbells forward and slightly to the side, at about a 30–45° angle from your body (between a front raise and a lateral raise). Lift until your arms are about shoulder height (do not go overhead). Pause for a second at the top and feel the activation in your shoulders and scapular stabilizers. Lower the dumbbells back down under control to the starting position. Breathing: Inhale as you lower the dumbbells. Exhale as you lift them. Common mistakes: Using dumbbells that are too heavy (causing jerky movements). Lifting above shoulder height (puts unnecessary stress on the shoulder joint). Arching the lower back instead of keeping the movement controlled at the shoulders. Purpose of the exercise: Activates the lower trapezius, serratus anterior, and scapular stabilizers. Helps correct posture and improve shoulder balance.",wger,13,Shoulders,"[""Anterior deltoid"", ""Latissimus dorsi""]",[],"[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1603,ca514fad-c6ce-47b0-93a0-dc73a3507099,Leg curl with elastic,Standing position: Place the band under your feet in the middle of your foot and grasp it with a hammer grip.,wger,14,Calves,"[""Hamstrings""]","[""Gastrocnemius""]","[""Resistance band""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1604,55bb8725-a7c9-48a0-b192-ec6c9db6f9bc,Sliding Lateral Lunge,"Stand upright with your feet hip-width apart, holding a kettlebell close to your chest in goblet position. Place one foot on a slider, gliding disc, or towel. Keep your chest tall and core engaged. Slowly slide the foot outward to the side while bending the opposite knee, lowering your hips into a lateral lunge. Keep the working leg’s knee aligned with the toes and avoid letting it collapse inward. The non-working leg remains straight and slides smoothly along the floor. Push through the heel of the bent leg to return to the starting position while maintaining control of the kettlebell.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Kettlebell"", ""Other""]",https://wger.de/media/exercise-images/1604/7695428e-bfed-4021-b987-498d93153995.png,https://wger.de/media/exercise-images/1604/7695428e-bfed-4021-b987-498d93153995.png,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1605,dbed4613-e1d5-483f-90ae-6db5d593911e,Copenhagen Adduction Exercise,"Lie on your side with the elbow placed directly under the shoulder, similar to a side plank position. Place the upper leg on a bench with the inside of the foot or ankle resting on it. Lift your hips and hold your body in a straight line while keeping the lower leg off the floor. The exercise strongly activates the adductors of the upper leg while also challenging the core and hip stabilizers.",wger,9,Legs,"[""Quadriceps femoris"", ""Rectus abdominis""]","[""Obliques""]","[""Bench"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1606,e62d52fa-32f9-4747-9005-f88f05dc8334,Arm Raises (T/Y/I),"Stand upright with feet hip-width apart, core engaged, and arms relaxed at your sides. From this position, perform three different arm raises to target the shoulders and upper back: T Raise: Lift your arms straight out to the sides until they are parallel to the floor, forming a “T” shape. Y Raise: Lift your arms upward at about a 45° angle from your body to form a “Y” shape. I Raise: Raise your arms straight overhead, close together, forming an “I” shape. Maintain a neutral spine, avoid arching your lower back, and move slowly with control. Focus on squeezing your shoulder blades together and keeping your shoulders down away from your ears.",wger,8,Arms,"[""Anterior deltoid"", ""Latissimus dorsi""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1607,075bff87-f676-4d9d-92b4-39d557453fc7,Typewriter Pull-ups,"Hang from a pull-up bar with an overhand grip, slightly wider than shoulder-width. Pull yourself up until your chin is above the bar. At the top position, instead of going straight down, shift your body to one side by extending one arm while keeping the other arm bent. Move smoothly from one side to the other, like a typewriter motion, before lowering yourself back down. This exercise increases time under tension and strengthens the lats, biceps, and shoulders while building unilateral pulling strength.",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi"", ""Biceps brachii""]","[""Anterior deltoid""]","[""Pull-up bar"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1608,a94623fc-518f-4a74-947b-febd086264bf,Bodyweight Biceps Curl,"Set up under a straight bar (around waist or chest height). Grip the bar with your palms facing you (supinated grip), hands about shoulder-width apart. Lean back with straight arms so that your body is at an angle to the ground. Keeping your elbows high and close to the bar, pull your upper body toward the bar by flexing your elbows, similar to a biceps curl. Lower yourself back down in a controlled manner. Keep your core tight and movement slow to maximize tension on the biceps.",wger,8,Arms,"[""Biceps brachii""]","[""Latissimus dorsi"", ""Rectus abdominis""]","[""Pull-up bar"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1612,5cbaa028-114d-4a15-9a95-70d9b3146f30,kettlebell sumo deadlift,"Place your feet wider than shoulder-width apart, pointing your toes outward. Keep your back straight, shoulders back, and chest up. The knees must follow the same direction as the toes and not move forward. When going up, it is advisable to contract your glutes to maximize the effectiveness of the exercise.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings"", ""Latissimus dorsi""]","[""Kettlebell""]",https://wger.de/media/exercise-images/1612/e719b872-d122-4e2d-be17-bd2babfe457a.jpg,https://wger.de/media/exercise-images/1612/e719b872-d122-4e2d-be17-bd2babfe457a.jpg,0,,pending,2026-03-29 04:49:45,2026-03-29 05:39:44
1613,4221c8af-b3ca-4a53-9176-bd66e46d10f2,rubber band glute kickback,"A rubber band glute kickback is an exercise performed on hands and knees, where you anchor a resistance band to your foot and kick your heel back and up, squeezing your glute at the top of the movement, while maintaining a stable core and flat back to target and strengthen the gluteal muscles.",wger,9,Legs,"[""Gluteus maximus""]","[""Hamstrings""]","[""Resistance band""]",https://wger.de/media/exercise-images/1613/a851fe9d-771f-44da-82f0-799e02ae3fd1.jpg,https://wger.de/media/exercise-images/1613/a851fe9d-771f-44da-82f0-799e02ae3fd1.jpg,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1614,e5ccfcaf-d93c-4924-9042-24037f3f0499,Dumbbell Hip Thrust,"Dumbbell hip thrust Begin seated on the ground with a bench placed horizontally behind you and your knees bent. Lay a dumbbell across your hips, holding either end with both hands. You may wish to place a pad or towel on your hips to increase comfort. With knees bent and feet firmly planted on the floor, lean back onto the bench so that it is gently pressing into your upper back. This is your starting position. Inhale. Exhale. Holding onto the dumbbell, press your heels into the mat and raise your hips off the floor until your body forms one straight line from chin to knee, resting your shoulders on the bench and ensuring that your head is an extension of your spine. Inhale. Lower your hips to return to the starting position but without resting your glutes on the mat. Repeat for the specified number of repetitions.",wger,9,Legs,"[""Gluteus maximus"", ""Hamstrings""]","[""Latissimus dorsi""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1614/d5ebadd8-f676-427f-b755-6a0679c19265.jpg,https://wger.de/media/exercise-images/1614/d5ebadd8-f676-427f-b755-6a0679c19265.jpg,0,,pending,2026-03-29 04:49:45,2026-03-29 05:39:44
1615,3f8e5871-4895-48c9-928d-dc1bc134f57b,Treadmill Cardio,"It's a cardiovascular workout performed on a treadmill to improve endurance, burn calories, and promote heart health. It offers multiple benefits, such as the ability to easily adjust speed and incline, allowing for a variety of workouts, from hill walking to high-intensity interval training (HIIT) and tempo runs. To optimize results, it's important to vary your workouts. Benefits of Treadmill Cardio: - Improved Cardiovascular Health: Regular aerobic exercise on a treadmill strengthens the heart and lungs, which can help prevent heart disease. - Weight Loss: By burning calories, treadmill training can be an effective tool for weight loss and maintaining a healthy weight. - Muscle Strengthening: It strengthens the muscles in the legs and glutes, helping to prevent muscle loss, which is especially important with age. - Training Flexibility: Allows you to vary speed, incline, and intervals, making your workout more dynamic and adaptable to different fitness levels. Types of Treadmill Training: - Hill Walking: Increasing the incline of the treadmill and walking at a brisk pace can improve endurance and work your leg muscles. - Endurance Jog: A run at a comfortable, steady pace that keeps your heart rate in a target zone (such as Zone 2) to build endurance. - Interval Training: Alternating periods of high intensity (fast running) with periods of low intensity (easy walking or jogging) to maximize calorie burn and cardiovascular improvement. - Tempo Run: A run at a steady, sustained pace that is slightly faster than a normal jog, which challenges your ability to sustain a more intense effort for an extended period.",wger,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings"", ""Gastrocnemius""]","[""Gluteus maximus""]","[""Machine""]",https://wger.de/media/exercise-images/1615/7792295c-83b6-4ea8-9353-ce02f0ad2559.jpg,https://wger.de/media/exercise-images/1615/7792295c-83b6-4ea8-9353-ce02f0ad2559.jpg,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1620,6995c30a-037f-4de3-ac4a-45384a1f38f9,Seated Dumbbell Calf Raise,"The seated dumbbell calf raise is a targeted exercise for strengthening the lower leg muscles. It follows the same movement pattern as the machine version: you place the weight on your knees, and by extending and flexing your ankles, you move the weight.",wger,14,Calves,"[""Gastrocnemius""]",[],"[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1620/edd40e39-e337-4460-a8dd-6127d40ddd16.jpeg,https://wger.de/media/exercise-images/1620/edd40e39-e337-4460-a8dd-6127d40ddd16.jpeg,1,,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1621,c1a9297d-6786-45dc-9047-5539fb61db9c,Unilateral Cable row,"Put a vertical seated bench in front of the cable row machine.position it so that you can focus on one side, and then do slow pulls focusing on the lateral muscles and ensuring tention in those muscles when in a stretched position.",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Cable"", ""Bench""]",,,1,,pending,2026-03-29 04:49:45,2026-03-29 04:49:45
1627,40d071cd-d142-426b-8fe3-ca184985d86b,Barbell squat,"Stand with your feet shoulder-width apart and the barbell resting securely on your upper back (not your neck), gripping it slightly wider than shoulder-width. Keep your chest up, back straight, and core engaged. Begin the movement by bending at your hips and knees, lowering your body as if sitting back into a chair. Continue descending until your thighs are at least parallel to the ground (or slightly below if mobility allows). Keep your knees aligned with your toes and your weight evenly distributed through your heels. Push through your heels to return to the starting position, extending your hips and knees until you are standing tall again.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings"", ""Latissimus dorsi""]","[""Barbell""]",https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp,https://wger.de/media/exercise-images/1627/86d0b85a-66b7-4e5f-bf8d-bb4d7eb03f59.webp,1,211.0,pending,2026-03-29 04:49:45,2026-03-29 05:39:43
1630,24f988e7-51eb-44f5-92f2-d4e0199c2269,Blaze,"BLAZE is a full-body HIIT workout. Designed to supercharge your cardio fitness and strength. Delivered in its own purpose-built studio, BLAZE is a unique mix of martial arts, intense cardio and strength training.",wger,15,Cardio,"[""Quadriceps femoris"", ""Anterior deltoid"", ""Pectoralis major""]","[""Gluteus maximus"", ""Triceps brachii""]","[""Other""]",,,1,,pending,2026-03-29 04:44:52,2026-03-29 04:44:52
1634,148f2ffc-05e2-486b-874f-2a401337a1c6,Rope Pullover/row,Set up bench in front of cable row machine. Lean over bench to do a row/pullover with rope that targets lats. See picture.,wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Cable"", ""Bench""]",https://wger.de/media/exercise-images/1634/9a4704d3-1b25-43e3-b244-3885f4d3db87.png,https://wger.de/media/exercise-images/1634/9a4704d3-1b25-43e3-b244-3885f4d3db87.png,1,,pending,2026-03-29 04:49:35,2026-03-29 05:39:43
1635,5851e2b1-3a80-42ff-91da-530e6b143a34,Modified pulldown,"With an inclined bench in front of the pulldown machine, use a close-grip to do latfocused pulldowns.",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Machine"", ""Cable"", ""Bench""]",https://wger.de/media/exercise-images/1635/b8c34e3a-7474-41ea-99e3-8d7fdb1e12d6.png,https://wger.de/media/exercise-images/1635/b8c34e3a-7474-41ea-99e3-8d7fdb1e12d6.png,1,,pending,2026-03-29 04:49:37,2026-03-29 05:39:43
1636,505b2027-2f65-4cef-851b-f5e634921f1a,Unilateral Cable row,"With an inclined bench in front of the cable row machine, do onehanded rows with focus on a big stretch in the lats.",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Cable"", ""Bench""]",https://wger.de/media/exercise-images/1636/1bf3ee54-207c-4b53-b057-15adc1dd6128.png,https://wger.de/media/exercise-images/1636/1bf3ee54-207c-4b53-b057-15adc1dd6128.png,1,,pending,2026-03-29 04:49:38,2026-03-29 05:39:43
1637,81dd44b3-67b3-4198-9e57-c2a80b3c4102,Single arm row,"Sitting on the ground, use a high cable in a single grip, to do lat pulldowns with a focus on a long stretch in the lats.",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Biceps brachii""]","[""Cable""]",https://wger.de/media/exercise-images/1637/a1fbe83a-a3e5-49f6-a2c2-5d5b533c2be8.png,https://wger.de/media/exercise-images/1637/a1fbe83a-a3e5-49f6-a2c2-5d5b533c2be8.png,1,,pending,2026-03-29 04:49:35,2026-03-29 05:39:43
1638,e9e7372c-b5c1-45d9-ae5c-b1aa0fc2e2ce,Barbell Clean and press,"Starting Position: Stand with feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip.
Execution: Perform an explosive ""clean"" to pull the bar to your shoulders. Without pausing, dip slightly and drive the barbell overhead to lockout. Lower the bar to your shoulders and then to the floor.
Tips: This is a full-body power exercise. Start with light weight to master the sequence.",gpt_generated,13,Shoulders,"[""Anterior deltoid"", ""Quadriceps femoris"", ""Latissimus dorsi""]","[""Triceps brachii"", ""Gluteus maximus""]","[""Barbell""]",https://wger.de/media/exercise-images/1638/046c09b0-c35d-48d0-a552-39dd49f956d2.webp,https://wger.de/media/exercise-images/1638/046c09b0-c35d-48d0-a552-39dd49f956d2.webp,1,,pending,2026-03-29 04:49:35,2026-03-30 01:12:46
1639,51ab6376-eb3e-42dc-ad48-46166c94adac,Dumbbell Bent Over Face Pull,"Starting Position: Bend at the hips with a flat back, holding a light dumbbell in one hand with an underhand grip.
Execution: Keeping your elbow high, pull the dumbbell up and toward your face, leading with your elbow. Squeeze your rear delt and upper back. Lower the dumbbell with control.
Tips: This is a great exercise for shoulder health and posture. Use light weight.",gpt_generated,12,Back,"[""Anterior deltoid"", ""Latissimus dorsi""]",[],"[""Dumbbell""]",https://wger.de/media/exercise-images/1639/8927346e-f5ca-4795-bdf1-5ac9309401e7.webp,https://wger.de/media/exercise-images/1639/8927346e-f5ca-4795-bdf1-5ac9309401e7.webp,1,,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
1640,4621b41f-0d32-4033-acff-dc079c792606,Dumbbell Front Squat,"Starting Position: Stand with feet shoulder-width apart, holding one dumbbell vertically against your chest. Cup the top head of the dumbbell with both hands.
Execution: Keeping your chest up and back straight, squat down until your thighs are parallel to the floor. Press through your heels to return to the starting position.
Tips: Keep your elbows pointed down and in front of you to support the dumbbell.",gpt_generated,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings"", ""Latissimus dorsi""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1640/bdea82f1-15ef-4649-8b5a-1303cfc178e7.webp,https://wger.de/media/exercise-images/1640/bdea82f1-15ef-4649-8b5a-1303cfc178e7.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1641,20b17b71-6d91-4b56-978a-04b7f94c04cc,Kettlebell One Legged Deadlift,"Starting Position: Stand on one leg, holding a kettlebell in the opposite hand.
Execution: Hinge at your hips, lowering the kettlebell toward the floor while extending your free leg back for balance. Keep your back straight. Return to the starting position by squeezing your glute and hamstring.
Tips: Keep a slight bend in your standing knee. Focus on the stretch in your hamstring.",gpt_generated,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Kettlebell""]",https://wger.de/media/exercise-images/1641/68d9488d-2596-420f-be0f-52aa70732c83.webp,https://wger.de/media/exercise-images/1641/68d9488d-2596-420f-be0f-52aa70732c83.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1642,af77220c-098c-47c2-9f8c-92a651998903,Dumbbell Hip Thrust,"Starting Position: Sit on the floor with your upper back resting against a bench. Place a dumbbell across your hips and hold it in place.
Execution: Drive through your heels to lift your hips toward the ceiling until your body forms a straight line from your shoulders to your knees. Squeeze your glutes at the top. Lower back down.
Tips: Place a pad between the dumbbell and your hips for comfort.",gpt_generated,9,Legs,"[""Gluteus maximus"", ""Hamstrings""]","[""Latissimus dorsi""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1642/a81ad922-caf5-47f8-99b4-640cb0717436.webp,https://wger.de/media/exercise-images/1642/a81ad922-caf5-47f8-99b4-640cb0717436.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1643,965eb23f-761c-45cd-bb7b-07d4d77040f1,Dumbbell Incline Fly,"Starting Position: Lie on an incline bench, holding a dumbbell in each hand above your chest with your palms facing each other.
Execution: With a slight bend in your elbows, lower the dumbbells out to your sides in a wide arc. Feel the stretch in your chest. Bring the dumbbells back together over your chest.
Tips: Keep the movement slow and controlled. Don't let the dumbbells drop too low.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1643/a6a603e9-a83a-4106-92a7-7d32e1b64c68.webp,https://wger.de/media/exercise-images/1643/a6a603e9-a83a-4106-92a7-7d32e1b64c68.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1644,f00b0076-7741-4706-9800-1cd5c9c25761,Dumbbell Decline Bench Press,The dumbbell decline bench press is a great exercise for targeting your lower chest muscles,wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1644/cde4f147-d49a-492f-9c8a-e3c76788fd26.jpg,https://wger.de/media/exercise-images/1644/cde4f147-d49a-492f-9c8a-e3c76788fd26.jpg,1,,pending,2026-03-29 04:49:38,2026-03-29 05:39:43
1645,41213cc0-f8d7-4b20-998a-f22deacfc83a,Dumbbell Shrug,"Starting Position: Stand with feet shoulder-width apart, holding a dumbbell in each hand at your sides.
Execution: Elevate your shoulders straight up toward your ears as high as you can. Hold for a moment, then lower them back down.
Tips: Avoid rolling your shoulders; the movement should be purely vertical.",gpt_generated,13,Shoulders,"[""Anterior deltoid""]","[""Latissimus dorsi""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1645/9e730259-1dcd-4b5e-b4cc-9ebc0cfda75c.webp,https://wger.de/media/exercise-images/1645/9e730259-1dcd-4b5e-b4cc-9ebc0cfda75c.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1648,8d333b94-148c-48f8-9154-8b13279500d1,Weighted Crunch,"The Weighted Crunch is a variation of the classic crunch exercise that involves adding resistance (a weight) to increase the intensity of the abdominal work. Lay down (Optional) Bend your knees to add difficulty (Optional) Bend your knees and let your feet rest on a bench or a box or something (90 degree angle on knees) Lift your head and torso while bending your back forward (if you don't it's a sit-up and also involves some back muscles). The higher you go, the more you should feel your abs contracting. Go back to starting position an repeat",wger,10,Abs,"[""Rectus abdominis""]",[],"[""Other"", ""Bodyweight""]",https://wger.de/media/exercise-images/1648/63ae02d6-6dd9-4e9e-84da-d4905e78a33c.jpg,https://wger.de/media/exercise-images/1648/63ae02d6-6dd9-4e9e-84da-d4905e78a33c.jpg,1,,pending,2026-03-29 04:49:38,2026-03-29 05:39:43
1649,7adca809-0fbb-4785-bcd3-d512e2c49888,Concentration Curl,"Starting Position: Sit on the edge of a bench. Hold a dumbbell in one hand and rest the back of that arm against your inner thigh.
Execution: Curl the dumbbell up toward your shoulder, twisting your wrist as you go (supinating). Squeeze your bicep at the top. Lower the dumbbell with control.
Tips: Keep your torso still and focus on isolating the bicep muscle.",gpt_generated,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1649/441cc0e5-eca2-4828-8b0a-a0e554abb2ff.jpg,https://wger.de/media/exercise-images/1649/441cc0e5-eca2-4828-8b0a-a0e554abb2ff.jpg,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1650,3e9b3bb0-7958-4836-89a5-ed0c5f7eeb03,Dumbbell Side Bend,"Starting Position: Stand with feet shoulder-width apart, holding a dumbbell in one hand.
Execution: Bend directly to the side, lowering the dumbbell down your leg. Use your oblique muscles to pull your torso back to the upright starting position.
Tips: Keep the movement slow and controlled. Avoid bending forward or backward.",gpt_generated,10,Abs,"[""Obliques""]","[""Rectus abdominis""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1650/1d7a5336-ec0b-4898-a474-78ba32789bf3.webp,https://wger.de/media/exercise-images/1650/1d7a5336-ec0b-4898-a474-78ba32789bf3.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
