name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Potato Gateau,mediterranean,3600,176.76,224.46,221.7,"[""dash""]","Bánh khoai tây nướng kiểu Gateau, lớp vỏ vàng giòn, ruột mềm mịn béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Arugula Salad with Chicken and Apricots,mediterranean,1016,83.16,36.04,59.89,"[""dash""]","Salad rau mầm gà và mơ khô, thanh nhẹ và giàu đạm.",pending,https://your-domain.com/images/default-meal.png
Seared Spiced Tuna With Zucchini,italian,882,62.56,27.81,57.81,"[""dash""]","Cá ngừ áp chảo gia vị kèm bí ngòi, món ăn sang trọng và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
French style lemon yogurt cake with fresh basil,french,3104,49.82,357.35,163.89,"[""dash""]","Bánh sữa chua chanh húng tây kiểu Pháp, thanh mát.",pending,https://your-domain.com/images/default-meal.png
Turkey Burger Pitas with Tahini Sauce,american,1299,113.57,70.03,62.69,"[""dash""]","Bánh Pita kẹp burger gà tây sốt mè Tahini, giàu protein.",pending,https://your-domain.com/images/default-meal.png
Deep Dark Chocolate Layer Cake,american,5979,68.46,1027.98,177.08,"[""dash""]","Bánh socola đen nhiều lớp, đậm đặc, mịn mượt và ngọt ngào đỉnh cao.",pending,https://your-domain.com/images/default-meal.png
Warm Brownie Pudding Slow-Cooker Dessert,french,2956,40.09,538.92,71.08,"[""dash""]","Pudding Brownie dùng ấm nấu chậm, mềm ẩm và tan chảy.",pending,https://your-domain.com/images/default-meal.png
Beautiful Lamb Shanks,middle eastern,4860,370.1,154.13,307.04,"[""dash""]","Bắp cừu hầm tuyệt đẹp, thịt mềm tan trong nước sốt gia vị Trung Đông nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Bacon And Tomato Salad,american,3044,57.16,70.62,281.46,"[""dash""]","Salad thịt ba chỉ và cà chua, giòn tan, mọng nước và đậm đà hương vị.",pending,https://your-domain.com/images/default-meal.png
Easy Caramel Apple upside-down cake,american,4815,65.34,710.83,190.01,"[""dash""]","Bánh táo caramen nướng ngược, ngọt lịm, thơm nồng và cực kỳ dễ làm.",pending,https://your-domain.com/images/default-meal.png
"Spinach, Green Onion, and Smoked Gouda Quiche",french,2012,70.65,141.46,129.23,"[""dash""]",Bánh Quiche rau chân vịt và phô mai Gouda xông khói.,pending,https://your-domain.com/images/default-meal.png
Crab Cakes Chiarello with Shaved Fennel Salad,italian,5744,193.07,116.06,500.84,"[""dash""]",Chả cua kiểu Chiarello kèm salad tiểu hồi thanh mát.,pending,https://your-domain.com/images/default-meal.png
Creamy Cabbage Soup with Chive Oil and Cumin Seeds,eastern europe,1553,21.88,66.11,133.42,"[""dash""]","Súp bắp cải kem béo ngậy, thơm nồng thì là.",pending,https://your-domain.com/images/default-meal.png
Cherry Tomato and Watermelon Salad,south american,849,11.14,70.22,58.18,"[""dash""]","Salad cà chua bi và dưa hấu, thanh mát, giải nhiệt và giàu vitamin.",pending,https://your-domain.com/images/default-meal.png
Pasta e Fagioli,italian,2630,139.39,321.44,87.42,"[""dash""]","Mì Ý nấu đậu kiểu truyền thống, món súp đậm đà, giàu chất xơ và ấm áp.",pending,https://your-domain.com/images/default-meal.png
Fresh Tomato Sandwiches,italian,752,39.91,63.19,37.71,"[""dash""]","Bánh mì kẹp cà chua tươi, đơn giản, thanh khiết và mang đậm hương vị Ý.",pending,https://your-domain.com/images/default-meal.png
Winter Fruit Compote with Selection of Cheese,eastern europe,1900,19.85,411.72,19.35,"[""dash""]",Trái cây hầm mùa đông ăn kèm phô mai tuyển chọn.,pending,https://your-domain.com/images/default-meal.png
Baked French Toast Casserole with Maple Syrup,american,6053,128.81,541.41,374.69,"[""dash""]","Bánh mì Pháp nướng khay rưới mật phong, ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
The Michelada,world,142,4.01,31.24,0.14,"[""dash""]","Cocktail bia Michelada cay nồng, sảng khoái, món đồ uống giải nhiệt bùng nổ vị giác.",pending,https://your-domain.com/images/default-meal.png
Artichoke Fritters,mediterranean,1504,44.63,174.64,69.66,"[""dash""]","Atisô chiên giòn kiểu Địa Trung Hải, bùi ngậy và thơm lừng thảo mộc.",pending,https://your-domain.com/images/default-meal.png
Sticky Date and Coconut Cake,american,3667,32.29,667.58,96.44,"[""dash""]","Bánh chà là dừa dẻo ngọt, thơm bùi và giàu năng lượng lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Indian Spiced Swiss Chard,indian,468,25.08,80.76,4.99,"[""dash""]","Cải cầu vồng xào gia vị Ấn Độ, đậm đà, cay nhẹ và cực kỳ bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Fried Onion Dip,american,1128,11.26,45.62,100.02,"[""dash""]","Sốt chấm hành tây chiên béo ngậy, thơm nồng, món khai vị hấp dẫn cho mọi bữa tiệc.",pending,https://your-domain.com/images/default-meal.png
Buffalo Chicken Salad,american,1730,78.28,20.3,148.43,"[""dash""]","Salad gà sốt Buffalo cay nồng, giòn tan và giàu protein cho người tập luyện.",pending,https://your-domain.com/images/default-meal.png
Cranberry-orange cloud ice cream,american,2057,20.8,366.9,56.27,"[""dash""]","Kem mây nam việt quất cam, thanh mát, nhẹ tênh và rực rỡ sắc màu.",pending,https://your-domain.com/images/default-meal.png
Garlic and Herb Roast Pork and Vegetables,mediterranean,2835,235.78,156.25,140.79,"[""dash""]","Thịt heo nướng tỏi thảo mộc kèm rau củ, đậm đà.",pending,https://your-domain.com/images/default-meal.png
Pecan and Cranberry Crusted Salmon with Cran-Apple Drizzle,american,2999,149.3,216.12,170.76,"[""dash""]",Cá hồi nướng lớp vỏ hạt hồ đào và nam việt quất.,pending,https://your-domain.com/images/default-meal.png
Dad's Chorizo and Egg Breakfast Tacos,mediterranean,1466,50.96,127.37,83.64,"[""dash""]","Tacos sáng xúc xích Chorizo và trứng của bố, đầy năng lượng.",pending,https://your-domain.com/images/default-meal.png
Sweet Potato and Poblano Salad with Honey and Rosemary,south american,1862,21.2,276.24,74.68,"[""dash""]",Salad khoai lang và ớt Poblano mật ong.,pending,https://your-domain.com/images/default-meal.png
"Spicy, Creamy Chickpeas & Spinach (Chana Saag-ish)",indian,2353,83.76,238.44,118.21,"[""dash""]","Đậu gà hầm rau chân vịt cay nồng, béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Tomato Bon Bons,american,12423,187.36,261.5,1180.89,"[""dash""]","Kẹo cà chua Bon Bons nhỏ xinh, vị ngọt thanh độc đáo và giàu chất chống oxy hóa.",pending,https://your-domain.com/images/default-meal.png
Lasagne that used to be Manicotti,italian,8618,487.56,618.19,466.13,"[""dash""]","Lasagna biến tấu từ mì ống Manicotti, đẫm sốt và phô mai béo ngậy.",pending,https://your-domain.com/images/default-meal.png
The Perfect Potato Chip,american,1517,40.71,281.17,25.54,"[""dash""]","Miếng khoai tây chiên hoàn hảo, giòn rụm, vàng óng và đậm đà vị muối biển.",pending,https://your-domain.com/images/default-meal.png
Quinoa Pilau,south american,1076,26.28,126.28,51.7,"[""dash""]","Cơm Pilau hạt Quinoa, siêu thực phẩm giàu đạm, dẻo bùi và thơm nồng gia vị.",pending,https://your-domain.com/images/default-meal.png
Vegetable Sushi with Asian Dipping Sauce,japanese,1162,21.74,101.81,74.18,"[""dash""]","Sushi rau củ thanh đạm, tươi ngon kèm sốt chấm kiểu Á.",pending,https://your-domain.com/images/default-meal.png
Old Bay Green Bean Casserole with Crab Recipe,american,1790,81.74,160.38,91.31,"[""dash""]","Đậu que bỏ lò vị Old Bay kèm thịt cua, đậm đà vị biển.",pending,https://your-domain.com/images/default-meal.png
Sour Cream Mushroom Soup,american,1127,63.73,116.71,45.05,"[""dash""]","Súp nấm kem chua béo ngậy, mịn mượt và thơm nồng nàn hương nấm tươi.",pending,https://your-domain.com/images/default-meal.png
Potato Gnocchi with Lemon-Thyme Sauce,mediterranean,1538,25.61,159.87,88.42,"[""dash""]","Bánh xếp khoai tây sốt chanh cỏ xạ hương, thanh nhẹ.",pending,https://your-domain.com/images/default-meal.png
Roasted Oysters with Lemon-Anise Stuffing,mediterranean,963,80.02,81.98,34.97,"[""dash""]","Hàu nướng nhân chanh đại hồi, thơm nồng và béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Das Pear Pineapple Strudel,american,1194,7.0,104.57,83.1,"[""dash""]","Bánh Strudel lê dứa, lớp vỏ giòn tan, nhân trái cây chua ngọt nhiệt đới.",pending,https://your-domain.com/images/default-meal.png
Berrylicious Sour Cream Pie,american,2701,26.11,448.18,89.37,"[""dash""]","Bánh pie kem chua quả mọng, béo ngậy và bùng nổ vị chua ngọt hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Spiced Jerk Turkey with Mango Salsa,american,557,51.49,19.44,30.32,"[""dash""]","Gà tây nướng gia vị Jerk kèm Salsa xoài, cay nồng nhiệt đới.",pending,https://your-domain.com/images/default-meal.png
Baked French Toast Casserole,french,6281,129.12,543.33,398.98,"[""dash""]","Bánh mì Pháp nướng khay, mềm mướt bên trong, vàng giòn bên ngoài, ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Turkey Pot-au-Feu,american,1028,110.82,63.85,36.56,"[""dash""]","Gà tây hầm rau củ kiểu Pot-au-Feu, thanh đạm, bổ dưỡng và ấm áp.",pending,https://your-domain.com/images/default-meal.png
Individual Spinach-Asiago Gratins,french,565,31.99,56.85,23.33,"[""dash""]","Rau chân vịt nướng phô mai Asiago từng phần, béo ngậy và giàu sắt.",pending,https://your-domain.com/images/default-meal.png
Carrot Cake Whoopie Pies with Cinnamon Cream Cheese Frosting,american,4941,59.66,719.77,202.56,"[""dash""]",Bánh kẹp cà rốt kem phô mai quế.,pending,https://your-domain.com/images/default-meal.png
"Canoas (Ripe Plantain ""Canoes"" Stuffed with Ground Meat)",south american,3241,90.42,470.78,110.69,"[""dash""]","Thuyền chuối sứ nhồi thịt băm, mặn ngọt hài hòa.",pending,https://your-domain.com/images/default-meal.png
Miso and Corn Soup,japanese,1830,102.07,176.96,79.36,"[""dash""]","Súp miso nấu ngô ngọt, thanh tao, ấm áp và mang đậm hương vị Nhật Bản.",pending,https://your-domain.com/images/default-meal.png
Rioja-braised lamb shanks with chorizo and garlic,mediterranean,8216,390.93,121.0,685.39,"[""dash""]",Bắp cừu hầm rượu Rioja và xúc xích Chorizo.,pending,https://your-domain.com/images/default-meal.png
Avocado and Corn Tostaditas,mexican,1029,23.18,112.72,53.92,"[""dash""]","Bánh Tostada nhỏ phủ bơ và ngô, giòn rụm, béo ngậy và tươi mát.",pending,https://your-domain.com/images/default-meal.png
Chicken & Mushroom Ragout,mediterranean,1142,100.23,19.18,73.81,"[""dash""]","Gà hầm nấm kiểu Ragout, thịt gà mềm mọng quyện cùng sốt nấm đậm đà.",pending,https://your-domain.com/images/default-meal.png
Cantaloupe & Green Tomato Salad,french,358,7.87,59.6,9.8,"[""dash""]","Salad dưa lưới và cà chua xanh, sự kết hợp thanh khiết và lạ miệng.",pending,https://your-domain.com/images/default-meal.png
My killer guacamole,mexican,1306,16.3,83.63,100.66,"[""dash""]","Sốt bơ sáp ""thần thánh"" của tôi, béo ngậy đỉnh cao và cực kỳ bắt miệng.",pending,https://your-domain.com/images/default-meal.png
New York Strip Steaks,american,3291,155.77,210.05,203.06,"[""dash""]","Bít tết thăn ngoại bò New York, thịt chắc, mọng nước và nướng cháy cạnh thơm lừng.",pending,https://your-domain.com/images/default-meal.png
Mushy Peas With Oven Baked Chips,american,753,25.94,127.29,15.6,"[""dash""]","Đậu Hà Lan nghiền ăn kèm khoai tây nướng, món ăn kèm bổ dưỡng và bùi ngậy.",pending,https://your-domain.com/images/default-meal.png
Buttered-Pecan French Toast with Bourbon Maple Syrup,american,4446,82.66,445.96,259.08,"[""dash""]",Bánh mì Pháp nướng hạt hồ đào sốt mật phong.,pending,https://your-domain.com/images/default-meal.png
Chicken Salad Crostini with Pepitas and Cilantro,american,3561,99.16,171.5,275.33,"[""dash""]","Bánh mì nướng phủ salad gà và hạt bí, giòn bùi.",pending,https://your-domain.com/images/default-meal.png
Crunchy Quinoa Salad,south american,788,33.82,137.61,11.39,"[""dash""]","Salad Quinoa giòn tan, giàu đạm thực vật và thanh mát cho thực đơn fitness.",pending,https://your-domain.com/images/default-meal.png
Grilled Butterflied Lamb with African Spices and Herbed Yogurt,american,4116,326.72,27.72,299.81,"[""dash""]",Thịt cừu nướng gia vị Phi kèm sữa chua.,pending,https://your-domain.com/images/default-meal.png
Pat's Smoked Catfish,american,2043,164.38,72.04,121.89,"[""dash""]","Cá trê xông khói kiểu Pat, thơm mùi khói đặc trưng, thịt cá mềm và đậm đà.",pending,https://your-domain.com/images/default-meal.png
Seelbach,world,27,0.19,6.63,0.0,"[""dash""]","Cocktail Seelbach sang trọng với Bourbon và Champagne, sủi tăm và nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Cold Noodle Salad With Peanut Butter Dressing,asian,3268,70.51,210.97,237.98,"[""dash""]","Salad mì lạnh sốt bơ đậu phộng, béo bùi và thanh mát kiểu Á.",pending,https://your-domain.com/images/default-meal.png
Vegetarian Beyond Meat Juicy Lucy Burger,american,872,85.94,34.23,43.45,"[""dash""]","Burger chay Beyond Meat nhân phô mai tan chảy, mọng nước.",pending,https://your-domain.com/images/default-meal.png
Mexican Stuffed Acorn Squash,mexican,1974,89.45,176.5,101.1,"[""dash""]","Bí ngô Acorn nhồi kiểu Mexico nướng, cay nồng và giàu dinh dưỡng xanh.",pending,https://your-domain.com/images/default-meal.png
Asian Vegetable Noodle Toss,asian,1439,77.6,250.83,13.97,"[""dash""]","Mì xào rau củ kiểu Á, nhanh gọn, thanh nhẹ và tràn đầy vitamin.",pending,https://your-domain.com/images/default-meal.png
Caesar Bread Salad Or Panzanella Giulio,american,3237,98.97,303.62,180.76,"[""dash""]","Salad bánh mì kiểu Caesar, giòn rụm và đậm đà sốt béo ngậy.",pending,https://your-domain.com/images/default-meal.png
the most delicious chinese chicken salad,chinese,4665,160.68,40.78,428.75,"[""dash""]","Salad gà kiểu Hoa ngon nhất, giòn tan, thanh mát và đậm đà nước sốt.",pending,https://your-domain.com/images/default-meal.png
Roasted Pepper Pesto Cheesecake,italian,4791,163.66,382.56,289.6,"[""dash""]","Bánh phô mai mặn sốt Pesto ớt nướng, độc đáo và béo ngậy vị Ý.",pending,https://your-domain.com/images/default-meal.png
Wedge Salad with Parmesan-Peppercorn Ranch,american,3001,56.5,185.26,225.97,"[""dash""]","Salad xà lách sốt Ranch phô mai tiêu, giòn tan và đậm đà.",pending,https://your-domain.com/images/default-meal.png
Low Carb Praline Pumpkin Pie,american,3021,43.14,93.16,275.08,"[""dash""]","Bánh pie bí đỏ hạt hồ đào ít tinh bột, ngọt bùi và lành mạnh cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Chicken Stir-Fry Lettuce Wraps,chinese,1193,112.82,59.38,56.02,"[""dash""]","Gà xào rau củ cuộn xà lách, món ăn nhẹ giàu đạm và thanh đạm.",pending,https://your-domain.com/images/default-meal.png
Atf Gingerbread Cake With Gingery Cream Cheese Frosting,american,5093,43.7,834.47,175.62,"[""dash""]","Bánh gừng phủ kem phô mai gừng, ấm nồng.",pending,https://your-domain.com/images/default-meal.png
Kentucky Chocolate Nut Tartlets,american,1548,16.77,242.78,56.69,"[""dash""]","Bánh tart socola hạt kiểu Kentucky, ngọt ngào, bùi ngậy và đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Quinoa Blueberry Muffins,american,2745,68.27,413.95,90.63,"[""dash""]","Bánh muffin Quinoa việt quất, siêu thực phẩm bổ dưỡng cho bữa sáng fitness.",pending,https://your-domain.com/images/default-meal.png
Pear Crisp with Oat Streusel Topping,french,2967,45.12,509.29,83.29,"[""dash""]","Bánh lê nướng vụn yến mạch, giòn tan và ngọt thanh tao kiểu Pháp.",pending,https://your-domain.com/images/default-meal.png
Duo of New England and Manhattan Clam Chowders,american,2225,130.22,279.43,65.2,"[""dash""]",Sự kết hợp hoàn hảo của hai loại súp nghêu kinh điển.,pending,https://your-domain.com/images/default-meal.png
"Lamb tajine with apricots, saffron and ginger",middle eastern,4567,213.18,224.76,312.84,"[""dash""]","Thịt cừu hầm mơ khô, nghệ tây và gừng, nồng nàn.",pending,https://your-domain.com/images/default-meal.png
"Potato Salad With Watercress, Cucumber And Radish",mediterranean,939,16.38,105.19,50.35,"[""dash""]","Salad khoai tây xà lách xoong, thanh mát và giòn tan.",pending,https://your-domain.com/images/default-meal.png
Spiked cranberry nut bread pudding,british,3143,66.76,302.61,185.07,"[""dash""]","Pudding bánh mì hạt nam việt quất thêm chút rượu, ấm áp.",pending,https://your-domain.com/images/default-meal.png
Bella Asada Fajitas,mexican,523,12.39,85.11,14.77,"[""dash""]","Bò nướng Fajitas kiểu 'Bella, đậm đà gia vị, ăn kèm bánh Tortilla nóng hổi.",pending,https://your-domain.com/images/default-meal.png
A Charoset-inspired sweet relish,french,617,10.42,80.79,28.06,"[""dash""]","Mứt ngọt lấy cảm hứng từ Charoset, bùi ngậy hạt và trái cây khô tinh tế.",pending,https://your-domain.com/images/default-meal.png
Chocolate Cupcakes with Vanilla Cream Cheese Frosting,american,3788,49.88,577.51,142.08,"[""dash""]","Bánh cupcake socola kem phô mai vani, ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Slow-Cooker Carrot Cake With Cream Cheese Frosting,american,2581,33.42,286.1,144.75,"[""dash""]","Bánh cà rốt nấu chậm phủ kem phô mai, mềm ẩm.",pending,https://your-domain.com/images/default-meal.png
Poached Eggs with Chipotle Dressing and Avocado Relish and Andouille Hollandaise,american,8864,101.69,211.33,845.81,"[""dash""]",Trứng chần sốt Chipotle và bơ.,pending,https://your-domain.com/images/default-meal.png
Turkey-Stuffed Mushrooms with Roasted Tomato Aioli,american,523,36.12,29.26,29.06,"[""dash""]",Nấm nhồi gà tây kèm sốt mayonnaise cà chua nướng.,pending,https://your-domain.com/images/default-meal.png
Cranberry-Apple French Toast Casserole,american,3542,104.28,514.44,118.58,"[""dash""]","Bánh mì Pháp nướng khay táo nam việt quất, chua ngọt hài hòa.",pending,https://your-domain.com/images/default-meal.png
Chicken Pastilla,mediterranean,3418,205.32,191.6,203.38,"[""dash""]","Bánh Pastilla nhân gà kiểu Địa Trung Hải, lớp vỏ giòn tan, nhân mặn ngọt độc đáo.",pending,https://your-domain.com/images/default-meal.png
Simple Butternut Squash,south american,524,11.86,85.54,14.96,"[""dash""]","Bí đỏ nướng đơn giản, giữ trọn vị ngọt bùi tự nhiên và giàu vitamin.",pending,https://your-domain.com/images/default-meal.png
Apple Inception Cocktail,world,30,0.23,7.09,0.1,"[""dash""]","Cocktail Khởi Đầu Vị Táo, thanh mát, sảng khoái và tràn đầy hương vị trái cây.",pending,https://your-domain.com/images/default-meal.png
Artichokes alla Romana,mediterranean,767,32.8,150.19,3.86,"[""dash""]","Atisô kiểu La Mã hầm thảo mộc, thanh tao, mềm mọng và đậm đà vị Ý.",pending,https://your-domain.com/images/default-meal.png
"Spinach Salad with Bacon, Blue Cheese, Pecans, and Cranberries",american,3033,76.1,181.73,222.42,"[""dash""]",Salad rau chân vịt thịt ba chỉ và phô mai xanh.,pending,https://your-domain.com/images/default-meal.png
"Mixed Greens with Jicama, Orange, and Pickled Red Onions",american,2022,20.13,122.65,161.22,"[""dash""]","Salad rau mầm củ đậu và cam, thanh mát rực rỡ.",pending,https://your-domain.com/images/default-meal.png
Spicy Pickle Fries with Homemade Ranch Dip,south american,1261,36.86,154.88,54.84,"[""dash""]",Dưa chuột bao tử chiên cay kèm sốt Ranch béo ngậy.,pending,https://your-domain.com/images/default-meal.png
Seelbach Cocktail,world,42,0.13,10.32,0.07,"[""dash""]","Cocktail Seelbach cổ điển, sự kết hợp sang trọng giữa Bourbon và vang sủi.",pending,https://your-domain.com/images/default-meal.png
Crawfish Beignets with Spicy Remoulade,american,2948,40.9,238.4,203.47,"[""dash""]",Bánh xếp tôm hùm đất chiên kèm sốt Remoulade cay nồng.,pending,https://your-domain.com/images/default-meal.png
Chocolate-Almond Cheesecake Bars,american,2980,75.36,299.24,164.61,"[""dash""]","Thanh bánh phô mai socola hạnh nhân, béo ngậy, giòn bùi và ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
"Crostini with Gorgonzola, Caramelized Onions, and Fig Jam",italian,1842,64.82,265.84,57.67,"[""dash""]","Bánh mì nướng phô mai xanh, hành caramen và mứt sung.",pending,https://your-domain.com/images/default-meal.png
Grilled Chicken and Egg Potato Salad,south american,2377,205.37,139.85,110.64,"[""dash""]","Salad khoai tây gà nướng và trứng, giàu đạm và đầy đặn.",pending,https://your-domain.com/images/default-meal.png
Cashew Chicken Bake,south american,2312,149.18,173.27,113.57,"[""dash""]","Gà nướng hạt điều kiểu Nam Mỹ, giòn bùi, đậm đà và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Texas Caviar,american,1322,48.42,178.41,46.04,"[""dash""]","Salad đậu kiểu Texas, thanh mát, giàu chất xơ và cực kỳ bắt mắt.",pending,https://your-domain.com/images/default-meal.png
"Pasta with Lemon Cream Sauce, Asparagus, and Peas",italian,1442,44.91,213.35,45.4,"[""dash""]","Mì Ý sốt kem chanh măng tây và đậu Hà Lan, thanh nhẹ.",pending,https://your-domain.com/images/default-meal.png
Black Bottom Banana-Cream Pie,american,2021,45.4,294.66,73.43,"[""dash""]","Bánh pie kem chuối đế socola, béo ngậy, ngọt ngào và đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Young Corn And Celery Soup,south american,1352,44.54,162.83,58.11,"[""dash""]","Súp ngô non và cần tây, thanh tao, ngọt dịu và giàu vitamin.",pending,https://your-domain.com/images/default-meal.png
Crisp Crab Cakes,american,1184,113.3,55.98,56.34,"[""dash""]","Chả cua chiên giòn, thịt cua chắc ngọt, món khai vị đẳng cấp và hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Spinach Stuffed Spicy Panko Crusted Pork Chops with Creamy Rustic Pan Sauce,american,2030,139.32,118.24,111.07,"[""dash""]",Sườn heo nhồi rau chân vịt chiên xù.,pending,https://your-domain.com/images/default-meal.png
"Tagliata With Green Tomatoes, Oregano And Mustard Recipe",french,2006,106.35,55.28,151.0,"[""dash""]",Thịt bò thái lát kèm cà chua xanh và mù tạt.,pending,https://your-domain.com/images/default-meal.png
Strawberry Shortcake Cake,british,8758,60.15,1218.48,404.79,"[""dash""]","Bánh kem dâu tây kiểu Anh, mềm mịn, ngọt ngào và rực rỡ sắc màu mùa hè.",pending,https://your-domain.com/images/default-meal.png
Green Chile Tortilla Bake,mexican,5331,196.16,486.11,289.14,"[""dash""]","Bánh Tortilla nướng ớt xanh, cay nồng, béo ngậy phô mai tan chảy.",pending,https://your-domain.com/images/default-meal.png
Crab Cake Poppers,american,3253,107.96,73.39,280.89,"[""dash""]","Những viên chả cua nhỏ xinh chiên giòn, bùng nổ vị biển trong từng miếng.",pending,https://your-domain.com/images/default-meal.png
Potato-Zucchini Skillet Pancakes with Cherry Tomato Salad,american,1120,20.1,199.24,26.91,"[""dash""]",Bánh khoai tây bí ngòi kèm salad cà chua bi.,pending,https://your-domain.com/images/default-meal.png
Vermouth Cocktail Recipe,world,16,0.13,3.87,0.02,"[""dash""]","Cocktail Vermouth thanh tao, hương thảo mộc nhẹ nhàng, món khai vị hoàn hảo.",pending,https://your-domain.com/images/default-meal.png
A&O Pasta (Almonds & Oysters Pasta),italian,2863,77.66,256.82,169.44,"[""dash""]","Mì Ý hạnh nhân và hàu, sự kết hợp độc đáo giữa vị bùi và ngọt biển.",pending,https://your-domain.com/images/default-meal.png
Red-Braised Pork (Hong Shao Rou),chinese,3652,79.05,67.02,340.88,"[""dash""]","Thịt kho tàu kiểu Hoa, màu đỏ nâu óng ả, thịt mềm tan, đậm đà vị tương.",pending,https://your-domain.com/images/default-meal.png
Apple Crostata with Oat Crumble Topping,french,4500,47.82,676.38,178.16,"[""dash""]","Bánh táo nướng kiểu Crostata phủ yến mạch giòn, ngọt thanh.",pending,https://your-domain.com/images/default-meal.png
Mississippi Mud Pie,american,2966,46.55,437.23,114.57,"[""dash""]","Bánh pie socola Mississippi đậm đặc, béo ngậy và ngọt ngào như bùn lầy quyến rũ.",pending,https://your-domain.com/images/default-meal.png
Queens Park Swizzle Recipe,world,76,0.23,18.61,0.06,"[""dash""]","Cocktail Queens Park Swizzle mát lạnh, sảng khoái với rượu Rum và bạc hà.",pending,https://your-domain.com/images/default-meal.png
Chocolate-Zucchini Loaf Cake,american,3270,50.92,441.54,144.43,"[""dash""]","Bánh mì socola bí ngòi, ẩm mượt, ngọt dịu và giàu dinh dưỡng một cách khéo léo.",pending,https://your-domain.com/images/default-meal.png
Salmon & Puy lentil salad with olive dressing,nordic,3349,193.4,362.68,124.98,"[""dash""]","Salad cá hồi và đậu lăng Puy sốt ô liu, giàu Omega-3.",pending,https://your-domain.com/images/default-meal.png
Capellini Primavera,italian,3328,98.3,490.73,107.99,"[""dash""]","Mì sợi tóc thiên thần xào rau củ mùa xuân, thanh nhẹ và tràn đầy vitamin.",pending,https://your-domain.com/images/default-meal.png
The Jameson Black Barrel Old Fashioned,world,62,0.23,14.99,0.14,"[""dash""]","Cocktail Old Fashioned với rượu Jameson Black Barrel, nồng nàn vị khói.",pending,https://your-domain.com/images/default-meal.png
"Gin and Tonic, Remixed",world,138,2.96,30.28,0.56,"[""dash""]","Cocktail Gin Tonic phiên bản mới, sảng khoái và đầy cảm hứng sáng tạo.",pending,https://your-domain.com/images/default-meal.png
Pumpkin-Sweet Potato Soup,south american,1169,15.75,107.52,75.15,"[""dash""]","Súp bí đỏ khoai lang, mịn mượt, ngọt bùi và giàu chất chống oxy hóa.",pending,https://your-domain.com/images/default-meal.png
Roast Chicken with Boiled Potatoes and Boston Lettuce Salad,south east asian,4968,384.37,505.28,156.57,"[""dash""]",Gà nướng kèm khoai tây và salad xà lách.,pending,https://your-domain.com/images/default-meal.png
Baked Pita Chips with Charred Three Onion Dip,mediterranean,3404,63.59,252.6,237.73,"[""dash""]",Bánh Pita nướng kèm sốt chấm hành nướng béo ngậy.,pending,https://your-domain.com/images/default-meal.png
Toasted-Coconut Layer Cake,american,5751,56.64,922.88,203.66,"[""dash""]","Bánh kem dừa nướng nhiều lớp, thơm bùi, béo ngậy và ngọt ngào khó cưỡng.",pending,https://your-domain.com/images/default-meal.png
Amazing Apple Tart,american,1253,13.39,175.6,55.28,"[""dash""]","Bánh tart táo tuyệt hảo, lớp vỏ giòn tan, nhân táo quế thơm nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Mozzarella in Carrozza with Sun-Dried Tomato and Roasted Red Pepper Jam,italian,2003,58.61,232.13,93.34,"[""dash""]",Bánh mì kẹp phô mai chiên kèm mứt cà chua.,pending,https://your-domain.com/images/default-meal.png
Curry Potato Salad,indian,2039,34.92,205.47,119.76,"[""dash""]","Salad khoai tây vị cà ri, cay nhẹ, bùi ngậy và đậm đà hương vị Ấn Độ.",pending,https://your-domain.com/images/default-meal.png
Cucumber Gazpacho with Shrimp Relish,american,820,79.47,53.8,31.92,"[""dash""]","Súp dưa chuột lạnh kèm tôm tươi, thanh mát và giàu đạm.",pending,https://your-domain.com/images/default-meal.png
Har Gow,chinese,1213,73.27,143.16,38.56,"[""dash""]","Há cảo tôm lớp vỏ trong suốt, nhân tôm giòn ngọt, tinh hoa ẩm thực Trung Hoa.",pending,https://your-domain.com/images/default-meal.png
Coffee Seafood Risotto,italian,1907,72.08,210.69,86.22,"[""dash""]","Cơm Risotto hải sản hương cà phê độc đáo, béo ngậy và đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
